darkstore_id,latitude,longitude,avg_orders_last_2w,avg_distance_km_last_2w,avg_active_riders_last_2w,order_std_last_2w,rider_std_last_2w,temperature_c,rainfall_mm,humidity_percent,aqi,extreme_heat_hours_week,heavy_rain_hours_week,total_active_riders_week,num_claims_last_week,avg_earning_per_hour_last2w
DS_2978,12.511418,80.330228,121,3.9,45,16.55,26.67,25.7,3.66,53.81,276,23,19,110,16,1127.86
DS_2979,13.2037,80.312194,221,3.24,64,25.67,11.56,28.37,8.77,75.48,226,19,10,182,22,1924.17
DS_2980,13.470257,80.296426,198,11.3,13,27.25,12.37,39.56,15.99,78.16,292,22,17,158,34,1911.89
DS_2981,12.937661,79.940238,199,3.64,20,44.22,5.69,28.67,9.24,76.49,227,14,10,383,17,1862.88
DS_2982,12.734973,79.947705,122,4.28,68,45.15,29.72,35.23,2.97,81.01,150,15,0,433,10,1042.99
DS_2983,13.204871,80.281805,299,3.3,12,31.4,25.31,26.87,14.48,85.19,288,12,23,474,22,2708.42
DS_2984,13.317128,79.953806,235,6.7,83,17.66,18.44,43.42,3.74,44.92,84,22,17,346,16,2132.78
DS_2985,13.04643,80.10707,155,11.2,21,41.83,23.84,31.88,14.77,45.24,200,16,19,409,5,1503.8
DS_2986,13.467035,80.347401,177,4.64,82,40.68,23.98,43.16,9.59,79.82,249,13,4,333,23,1484.64
DS_2987,12.551669,80.348767,156,7.42,30,40.91,20.73,43.9,9.07,52.62,184,13,1,187,49,1422.48
DS_2988,13.004796,80.117283,60,6.11,107,5.74,7.7,25.12,17.03,42.93,99,0,24,167,36,399.61
DS_2989,13.218454,80.354533,129,5.36,31,38.92,22.45,34.28,14.17,60.06,59,23,17,174,15,1216.17
DS_2990,13.36264,80.387035,291,7.72,27,43.37,18.38,25.49,0.66,80.99,267,0,21,229,28,2667.26
DS_2991,12.679256,80.258343,230,7.59,117,32.23,22.55,43.17,5.92,46.33,232,16,12,271,28,1864.22
DS_2992,13.300003,79.959898,58,5.59,15,38.81,17.67,35.37,17.42,73.59,251,21,21,419,41,608.83
DS_2993,13.052707,79.991808,244,10.51,98,39.93,28.82,26.5,0.37,40.18,68,29,23,209,27,2199.29
DS_2994,12.896554,80.020389,295,2.53,118,27.8,19.93,27.21,10.91,45.49,72,14,10,253,15,2505.12
DS_2995,12.631715,79.881763,149,2.85,88,41.61,18.49,32.67,14.56,57.54,144,4,12,94,2,1235.69
DS_2996,13.365296,79.991212,101,11.91,74,40.65,25.76,43.8,12.44,44.18,113,4,3,65,41,1063.66
DS_2997,12.657273,79.946663,164,9.48,64,46.22,13.24,38.86,15.21,82.3,210,3,0,139,23,1417.48
DS_2998,12.809788,80.11873,283,10.04,49,46.46,11.53,42.35,14.51,83.2,243,13,17,497,17,2936.51
DS_2999,12.790046,80.435906,190,8.03,91,28.84,16.59,32.33,13.84,77.78,269,19,11,340,47,1686.46
DS_3000,13.371414,79.873136,178,6.2,61,6.42,18.78,25.86,16.43,52.12,299,15,20,154,16,1626.97
DS_3001,13.172703,80.304188,221,8.29,53,5.86,8.95,44.49,12.91,66.16,145,21,21,194,48,2567.55
DS_3002,13.296681,80.281098,124,2.93,104,47.25,21.42,25.34,8.05,49.21,146,23,7,161,9,1003.13
DS_3003,12.750468,79.867028,201,9.58,71,20.18,24.66,43.95,9.44,54.06,58,24,9,264,36,1799.78
DS_3004,13.124874,80.445801,182,7.41,93,21.99,18.59,32.37,14.33,65.8,174,23,13,475,24,968.42
DS_3005,13.071746,80.197931,243,11.57,117,26.15,17.12,25.2,17.53,76.75,206,13,24,455,35,2063.86
DS_3006,13.33283,80.054608,258,8.37,98,16.96,10.96,38.78,5.44,44.73,256,5,19,227,46,2239.0
DS_3007,13.406087,80.329577,258,3.52,106,31.57,27.56,44.61,6.84,54.83,67,9,10,70,47,2191.87
DS_3008,12.512157,79.980156,197,6.78,83,40.31,23.37,44.31,18.61,86.33,131,6,6,275,22,2022.73
DS_3009,13.17402,80.285457,241,2.58,38,16.58,15.97,28.22,11.57,61.46,295,9,6,95,49,2195.12
DS_3010,12.551836,79.827798,192,9.45,28,38.44,20.8,28.62,3.58,86.94,248,13,8,106,18,1842.41
DS_3011,13.048859,80.387586,117,7.02,37,35.24,12.1,36.31,13.27,89.57,255,4,2,310,9,1201.9
DS_3012,12.787633,80.11372,103,5.7,100,28.65,4.62,37.75,19.82,66.33,78,21,10,101,10,861.47
DS_3013,12.806777,80.245685,60,11.69,28,19.64,8.51,39.79,16.47,54.4,291,0,16,464,40,632.15
DS_3014,12.852959,79.954866,200,11.41,116,44.27,5.15,28.62,14.91,79.54,165,18,7,466,4,1697.87
DS_3015,13.121292,80.273952,178,11.53,40,23.13,16.72,44.18,4.16,47.97,132,7,19,480,5,1708.17
DS_3016,12.83405,80.340568,219,4.21,63,21.86,19.8,37.77,17.52,52.6,110,18,1,180,2,1930.43
DS_3017,13.232699,80.131249,291,9.29,108,33.86,13.27,41.94,10.52,79.24,182,16,20,102,44,2495.82
DS_3018,12.904527,80.232409,96,11.45,71,46.41,17.31,35.8,17.79,61.68,154,18,19,132,37,864.24
DS_3019,12.568353,80.119428,164,7.71,23,27.86,5.31,33.29,6.6,50.08,163,21,10,489,10,2122.76
DS_3020,13.28376,80.425864,298,4.14,59,37.52,23.79,44.54,1.24,72.56,286,16,29,67,47,2699.63
DS_3021,12.785758,80.148508,245,10.18,68,25.56,3.89,36.64,9.52,76.64,118,7,22,461,42,2165.88
DS_3022,12.932767,80.389266,87,10.8,79,14.85,20.13,42.34,5.4,46.25,233,24,3,192,41,800.56
DS_3023,13.185444,80.360946,179,9.03,67,10.58,14.7,44.07,14.3,53.85,167,3,23,355,47,1013.79
DS_3024,12.832456,80.087353,94,4.94,18,11.13,7.96,38.51,19.14,51.06,229,19,16,466,23,912.07
DS_3025,12.556586,79.961059,204,3.91,66,5.96,17.12,35.98,13.82,58.99,64,14,17,77,45,1756.2
DS_3026,12.873921,80.084257,275,8.24,50,29.88,24.09,25.07,17.74,78.17,139,7,8,351,47,2478.45
DS_3027,13.444449,80.378352,254,6.83,36,10.9,14.17,25.8,9.06,75.69,137,8,7,162,25,2139.85
DS_3028,13.141734,79.959343,288,8.69,67,43.96,12.93,29.02,15.43,73.13,132,3,4,165,48,2512.86
DS_3029,13.171479,80.167105,110,3.12,90,49.23,6.85,28.72,16.86,40.31,69,13,0,377,25,1115.35
DS_3030,13.132282,80.364268,131,3.36,109,27.31,19.05,30.1,14.22,47.11,156,8,24,425,23,1515.9
DS_3031,12.698992,80.047434,60,5.63,77,25.24,25.36,31.1,10.16,51.16,122,2,24,300,39,435.5
DS_3032,12.918334,80.249547,246,4.59,67,20.66,18.16,32.2,12.52,53.6,294,14,6,162,3,2142.46
DS_3033,13.25094,79.971942,206,8.19,33,33.71,7.46,33.41,14.01,47.32,295,4,14,143,48,2521.02
DS_3034,12.601373,79.876496,74,5.68,89,32.36,20.85,26.98,5.06,60.52,141,0,6,50,9,523.01
DS_3035,12.777853,80.356069,127,8.84,71,20.45,3.81,25.85,16.19,43.76,65,10,0,232,33,1030.55
DS_3036,12.776319,79.869278,231,9.69,90,20.44,25.63,38.48,19.01,77.5,124,18,8,363,43,2014.16
DS_3037,12.932019,79.989967,225,3.87,76,34.02,27.88,35.75,9.3,79.39,147,4,0,198,28,1919.34
DS_3038,13.480369,80.398577,223,11.2,112,29.95,19.12,33.88,14.02,68.71,202,21,11,105,25,1942.42
DS_3039,12.567503,80.042529,90,9.87,110,37.33,26.81,37.69,14.74,44.49,281,23,6,119,18,667.42
DS_3040,13.018701,80.481132,279,8.27,12,47.36,5.28,41.55,13.24,84.5,168,16,24,194,20,2656.84
DS_3041,12.679365,80.485814,90,11.09,117,40.08,9.17,33.55,10.94,88.28,106,18,8,127,18,726.93
DS_3042,13.470677,79.987793,238,4.66,60,18.7,11.57,37.82,17.63,50.12,198,16,4,184,39,2062.31
DS_3043,12.613304,79.828685,150,6.22,114,39.16,23.88,44.07,8.98,75.23,182,4,11,128,37,1185.96
DS_3044,12.903601,80.293544,188,2.86,108,25.25,16.07,41.79,1.22,82.1,252,31,33,377,18,1619.0
DS_3045,13.237885,80.115691,221,6.56,76,39.99,12.41,33.52,16.89,66.99,284,19,1,493,17,1962.99
DS_3046,13.204554,79.870527,81,7.06,89,44.9,7.27,37.89,13.48,56.17,186,8,17,297,13,684.48
DS_3047,12.922729,80.295266,98,8.16,66,16.25,24.89,28.54,16.99,63.93,60,21,8,225,34,896.07
DS_3048,12.846524,79.821822,55,2.64,29,15.74,3.55,36.21,2.77,65.61,278,5,0,59,17,509.67
DS_3049,12.897612,80.409138,293,2.32,54,24.47,12.11,44.63,0.62,60.03,154,20,9,270,27,2632.6
DS_3050,12.764276,79.897057,106,6.2,15,7.32,9.55,35.37,18.69,86.49,114,12,13,176,18,1025.2
DS_3051,12.705333,79.889118,55,3.89,42,35.86,6.48,43.55,2.95,77.19,240,20,20,90,24,549.9
DS_3052,12.98304,79.922971,96,9.59,52,38.74,7.65,33.15,16.19,52.07,75,10,13,452,14,851.67
DS_3053,12.768534,80.472186,112,8.69,59,20.54,16.33,44.98,16.46,69.28,251,22,6,239,47,1383.25
DS_3054,12.787462,80.285219,226,5.26,36,25.94,14.5,36.58,14.17,74.43,281,23,11,499,48,2079.49
DS_3055,13.156756,80.36096,199,2.46,39,31.57,17.0,25.85,2.63,47.01,68,22,21,441,2,1404.34
DS_3056,13.468537,80.078344,116,3.82,108,8.31,22.65,36.74,13.35,57.92,65,0,21,463,22,873.46
DS_3057,13.103637,80.035419,196,8.92,27,37.01,27.09,30.49,17.78,85.28,286,16,5,156,49,1861.43
DS_3058,12.576979,79.964139,232,11.9,39,28.7,6.2,25.65,8.51,68.36,105,5,12,213,44,2101.28
DS_3059,12.575584,80.136454,211,5.26,116,33.09,5.23,41.42,8.27,50.85,150,2,7,227,11,1252.92
DS_3060,13.451423,80.18628,90,10.02,99,37.57,11.65,30.51,8.86,46.14,163,15,22,131,31,723.59
DS_3061,12.797291,80.242242,154,10.67,24,35.4,17.75,40.93,1.65,65.91,282,12,20,435,27,1197.54
DS_3062,12.592067,79.979983,56,2.48,105,9.29,5.7,30.76,17.84,67.38,117,11,1,54,33,384.8
DS_3063,13.099045,80.464058,106,11.16,108,40.22,22.33,28.89,17.38,56.72,127,29,14,223,0,868.44
DS_3064,13.123649,79.918831,65,6.66,85,32.45,18.01,44.48,19.96,71.52,79,10,5,382,9,436.98
DS_3065,13.148505,80.475957,108,11.64,71,37.17,23.21,32.23,11.7,43.43,56,22,15,345,49,1027.5
DS_3066,12.767402,79.810399,215,7.39,30,16.77,12.66,37.03,15.02,47.26,189,1,9,490,26,1917.47
DS_3067,12.515111,80.136788,186,4.35,21,14.96,13.83,37.2,4.05,67.31,201,18,14,316,11,2166.8
DS_3068,13.465015,80.033357,299,11.75,58,42.17,24.8,36.21,13.35,43.09,280,19,31,167,44,3869.8
DS_3069,12.750893,80.114386,254,4.43,10,22.57,10.21,43.29,12.99,84.05,156,12,19,249,35,2398.65
DS_3070,13.176026,80.199465,83,10.82,84,30.89,13.3,38.49,18.02,47.11,71,24,22,471,32,747.06
DS_3071,13.20663,80.104912,95,3.73,64,29.82,3.36,33.07,16.62,73.7,224,14,10,66,3,821.49
DS_3072,13.110007,80.090393,214,8.75,34,31.33,17.99,42.25,18.77,59.56,79,16,20,124,20,1998.44
DS_3073,12.812907,80.312906,92,6.11,56,8.13,25.99,28.62,17.38,59.99,237,22,29,170,19,899.84
DS_3074,12.771096,80.280113,96,11.72,82,18.61,3.75,35.88,17.37,78.24,216,20,1,331,49,830.67
DS_3075,13.097668,80.38329,183,3.85,48,7.99,19.57,44.01,1.27,64.97,197,9,21,88,16,1040.27
DS_3076,13.366096,79.974971,215,6.09,116,26.61,25.83,37.51,16.92,76.28,203,0,24,403,45,1770.87
DS_3077,13.446734,80.22667,161,8.4,36,45.59,16.34,41.34,12.15,65.26,98,11,9,244,33,1510.75
DS_3078,12.605906,80.209636,172,11.78,102,22.51,11.45,38.07,7.61,69.65,118,8,20,202,13,1916.96
DS_3079,12.654829,80.058816,293,5.04,59,40.21,29.91,41.79,1.13,78.04,281,22,11,393,9,2910.4
DS_3080,13.444736,80.14024,110,5.97,100,17.93,4.75,43.89,13.55,70.37,91,4,10,294,19,873.67
DS_3081,13.236535,80.019648,181,6.62,64,43.53,8.68,30.46,6.56,70.78,55,27,31,165,34,1697.89
DS_3082,13.382994,79.899291,182,4.53,37,23.88,26.9,28.39,9.36,79.46,230,14,14,463,14,1803.84
DS_3083,12.702633,79.949661,119,10.17,66,20.98,11.03,34.68,13.63,87.45,83,10,10,479,38,1038.79
DS_3084,13.087586,79.87386,109,2.92,112,36.39,25.14,39.04,18.24,58.84,171,29,14,90,26,858.36
DS_3085,13.20114,80.278149,254,9.05,91,28.07,12.0,29.54,16.51,68.86,173,15,31,153,14,2242.92
DS_3086,13.180112,80.262509,287,7.34,88,20.18,24.92,25.08,9.01,44.31,246,6,0,297,18,3359.2
DS_3087,12.908152,80.465424,137,4.42,25,7.61,21.51,31.86,7.76,57.94,59,6,0,483,25,1299.9
DS_3088,12.515395,80.310775,141,6.93,96,12.5,15.65,44.38,4.8,60.6,77,1,9,413,11,1114.56
DS_3089,13.082926,79.836432,126,10.3,103,39.75,17.12,38.9,7.45,81.76,52,1,3,221,23,984.12
DS_3090,12.753102,80.418972,155,6.45,109,46.43,7.8,33.03,2.22,65.67,126,23,25,315,35,1329.16
DS_3091,12.950254,80.403873,290,3.22,65,12.6,6.13,28.85,19.42,76.55,225,4,13,378,32,2468.38
DS_3092,13.457581,80.110324,233,2.41,44,30.62,22.36,32.12,11.48,40.95,160,3,18,435,4,2130.09
DS_3093,12.899035,80.210104,131,9.78,37,6.54,25.91,28.4,2.56,63.22,243,6,4,425,8,1157.59
DS_3094,13.339802,80.483255,236,5.3,55,18.09,22.49,27.13,7.06,85.07,175,15,10,198,39,2103.35
DS_3095,12.688541,80.172613,56,11.31,76,25.2,27.65,43.13,10.94,51.22,84,2,7,252,13,449.59
DS_3096,13.17246,80.433725,245,8.17,25,38.11,27.03,44.95,10.66,41.58,229,20,0,423,45,2264.68
DS_3097,13.477007,79.858127,80,6.36,88,6.98,24.01,28.28,0.71,61.67,163,1,4,74,35,668.77
DS_3098,12.601893,79.933736,265,7.64,92,40.16,27.25,26.09,19.02,75.22,111,16,20,327,24,2343.62
DS_3099,12.50832,80.108528,263,6.57,83,14.12,7.52,31.59,5.51,62.72,101,8,17,60,6,3000.3
DS_3100,12.933583,80.20933,134,11.06,58,39.18,22.75,34.23,0.32,63.0,165,19,12,477,33,1236.27
DS_3101,12.592625,80.371359,97,6.58,77,33.15,23.35,29.1,1.53,73.49,96,7,4,310,42,819.34
DS_3102,13.248384,80.491783,91,3.04,31,20.28,7.16,31.03,11.6,52.72,231,11,23,55,6,506.12
DS_3103,13.414549,80.072196,139,7.97,27,37.57,27.56,29.02,2.76,77.59,205,6,6,274,30,802.01
DS_3104,12.934021,79.833191,79,8.23,31,15.63,3.24,40.49,0.83,47.66,150,13,11,321,31,588.57
DS_3105,12.758712,80.36082,166,9.65,115,14.89,14.73,39.25,7.59,59.79,72,15,1,297,20,1383.3
DS_3106,12.934403,80.223067,293,11.33,25,7.78,3.58,37.7,12.46,72.8,156,0,12,95,48,2682.8
DS_3107,13.223448,79.93898,175,6.43,65,22.69,17.13,32.74,2.24,81.42,264,9,13,457,14,1543.76
DS_3108,12.509054,80.14638,100,5.52,12,9.4,14.13,43.18,6.27,79.58,84,10,5,63,29,1089.8
DS_3109,13.089454,80.319617,212,6.91,117,23.88,19.82,44.39,8.36,76.08,282,6,15,73,3,1729.91
DS_3110,13.113292,80.339288,239,11.0,62,5.44,23.69,28.47,3.19,57.95,152,17,9,414,33,2171.73
DS_3111,13.137688,80.149733,100,11.8,44,11.98,23.75,29.46,10.12,46.12,168,18,10,303,8,742.96
DS_3112,12.742022,80.01365,264,11.71,114,46.96,22.5,35.51,1.7,50.84,81,13,0,381,11,2264.66
DS_3113,13.214053,80.48162,169,4.3,112,40.8,5.75,26.83,0.93,83.24,51,16,14,456,29,1398.2
DS_3114,12.591391,80.264354,158,6.97,89,15.63,14.27,33.73,10.4,82.87,288,36,26,472,23,1427.47
DS_3115,12.69927,80.085766,281,4.59,94,37.32,25.03,36.64,4.96,87.58,285,18,9,311,28,2426.43
DS_3116,13.37747,79.996324,227,5.68,30,35.08,20.67,35.44,1.91,43.8,161,21,9,296,21,2053.74
DS_3117,13.238723,80.311772,207,2.32,74,12.96,21.39,31.62,8.48,66.84,171,12,2,326,34,1271.88
DS_3118,12.513746,79.969528,196,3.61,66,21.7,9.13,35.85,18.3,72.43,65,22,10,161,19,1714.94
DS_3119,12.748376,79.920197,273,5.97,103,46.12,11.78,44.18,14.48,75.53,193,2,10,250,36,2325.07
DS_3120,12.714406,80.170884,99,5.65,56,38.24,28.81,29.12,16.31,72.19,228,1,15,351,40,894.6
DS_3121,12.770806,80.002991,231,4.79,43,39.22,25.87,38.1,17.44,78.5,244,38,18,154,8,1393.19
DS_3122,12.74756,80.240234,132,4.3,57,30.37,7.45,25.87,19.45,57.97,141,8,8,277,21,1413.46
DS_3123,12.562526,79.882557,135,9.49,48,34.95,17.71,26.33,15.26,48.97,270,12,7,474,49,1242.6
DS_3124,12.958941,80.258459,181,4.95,119,27.89,16.24,36.04,12.17,50.23,103,13,5,236,15,1035.05
DS_3125,13.232733,79.998308,286,9.07,96,38.34,14.98,27.1,7.31,40.6,197,4,17,417,1,2472.44
DS_3126,13.106732,79.80017,61,5.69,107,37.97,15.71,25.45,3.63,57.52,277,27,31,219,43,527.02
DS_3127,13.172872,79.888855,192,10.02,39,6.4,20.36,28.43,13.73,44.59,82,14,12,236,49,1801.54
DS_3128,12.581149,80.453531,299,3.67,59,33.43,29.11,36.3,19.9,56.07,263,30,11,468,22,2702.07
DS_3129,13.451491,80.407148,192,3.58,106,33.34,26.63,39.07,9.35,71.41,185,0,18,90,28,1726.9
DS_3130,13.338492,79.963526,187,8.8,25,8.03,26.63,29.05,14.47,84.72,297,19,1,372,10,1751.1
DS_3131,13.30509,80.34486,167,11.15,114,23.47,21.99,38.37,9.9,81.98,288,6,3,388,34,1380.83
DS_3132,13.322984,80.226,110,3.43,103,45.45,3.47,28.65,8.64,52.63,201,4,3,132,21,837.27
DS_3133,13.432711,80.479633,196,2.74,12,47.9,14.89,37.27,8.21,46.7,102,24,9,370,2,1875.08
DS_3134,13.044254,80.061524,230,11.35,118,40.2,16.8,33.24,10.09,49.65,113,10,25,391,46,1938.32
DS_3135,12.700282,80.277022,249,3.17,70,11.82,25.75,38.08,7.34,88.55,107,19,31,196,11,2256.39
DS_3136,13.116784,79.844475,292,4.5,11,21.86,27.92,44.9,14.98,67.47,167,23,28,384,0,2162.46
DS_3137,13.242881,80.077373,106,11.29,35,13.21,15.19,43.76,17.49,49.13,86,5,20,196,42,1040.05
DS_3138,13.237917,80.474672,272,10.03,27,34.35,11.11,25.09,17.66,82.04,261,19,7,330,25,2534.1
DS_3139,13.021449,80.177287,58,5.43,75,39.79,12.11,42.71,4.55,59.76,61,17,5,216,33,485.05
DS_3140,12.568459,80.001516,78,11.55,49,44.77,18.62,26.33,17.92,84.96,261,10,12,305,28,723.52
DS_3141,12.871113,79.88419,56,7.68,12,43.73,10.42,44.06,6.83,53.03,133,29,28,272,45,646.65
DS_3142,13.420767,80.29247,249,2.72,26,9.46,27.59,30.64,6.19,59.66,181,14,14,143,32,2276.04
DS_3143,13.084449,80.251399,154,9.03,33,10.66,14.3,32.64,14.54,65.25,143,20,24,425,31,1479.88
DS_3144,13.038332,80.061757,194,7.37,11,45.94,29.73,26.83,6.09,84.63,208,24,22,210,24,1891.85
DS_3145,12.768854,80.465659,128,7.73,79,42.97,5.96,27.25,1.06,83.44,135,19,10,297,49,823.69
DS_3146,12.868449,79.815542,193,11.94,49,25.72,8.07,39.53,7.47,68.72,256,5,20,473,49,1772.68
DS_3147,13.395346,80.012607,248,3.53,35,24.35,16.81,43.89,14.43,51.09,87,3,15,317,46,2223.01
DS_3148,13.166463,80.444749,155,8.57,66,29.88,26.44,37.21,6.54,60.17,214,16,3,397,35,1369.18
DS_3149,13.287387,80.024655,132,6.59,58,31.85,12.56,39.32,12.59,88.78,141,14,10,207,1,1643.3
DS_3150,12.954345,79.976577,215,4.72,66,16.44,25.61,40.24,13.2,70.39,252,17,13,119,14,1912.06
DS_3151,13.130247,80.173954,138,8.94,65,23.17,14.49,30.26,14.67,79.05,63,5,7,219,12,1199.56
DS_3152,12.748384,80.376661,125,8.68,79,32.89,26.03,25.9,17.94,62.49,124,23,5,447,41,1094.66
DS_3153,13.205461,79.872203,273,10.56,85,14.28,10.49,25.04,8.65,66.6,177,24,20,310,14,2479.98
DS_3154,12.927601,80.460114,224,10.79,30,49.95,15.74,32.01,3.33,61.45,122,19,22,469,5,2098.94
DS_3155,12.942546,80.356551,59,7.62,25,17.73,10.53,29.83,6.38,75.15,201,21,18,492,20,615.39
DS_3156,13.149322,79.926875,201,5.26,15,29.86,8.81,26.25,8.64,82.57,59,18,24,490,41,1888.82
DS_3157,13.436281,80.298406,99,7.3,43,29.94,14.37,28.59,14.28,65.37,87,11,3,264,25,1154.94
DS_3158,12.564006,80.069471,245,5.59,68,25.32,12.04,27.49,0.26,64.04,220,8,3,365,34,2656.74
DS_3159,13.324743,80.081606,175,4.77,76,15.87,24.25,43.3,6.32,57.01,154,7,23,127,44,1523.14
DS_3160,12.792383,80.348303,92,7.52,50,30.44,23.19,27.81,15.6,48.85,214,14,5,496,17,812.7
DS_3161,12.943919,80.473949,214,8.58,28,9.1,12.68,35.75,13.42,86.96,219,0,10,482,5,1914.64
DS_3162,12.521913,79.888659,222,7.91,38,22.41,29.79,36.86,14.63,55.8,81,1,0,242,13,1995.28
DS_3163,12.801046,80.094441,283,11.54,41,15.09,29.29,35.87,16.24,80.03,261,35,13,418,17,3054.37
DS_3164,13.002631,80.136659,103,4.99,19,10.59,27.78,26.98,15.66,75.77,63,2,8,357,42,945.18
DS_3165,12.556176,80.063418,280,5.72,73,46.65,18.84,31.38,13.64,79.55,279,18,15,186,19,2490.27
DS_3166,12.991096,80.054232,92,8.68,100,36.5,14.13,26.03,8.79,86.84,181,23,16,193,14,1014.86
DS_3167,13.427111,79.836588,245,8.0,102,12.6,11.45,32.91,19.67,71.17,201,24,22,84,44,2155.36
DS_3168,12.605393,80.279877,277,2.02,86,47.72,3.41,28.77,11.38,84.9,145,23,13,379,47,3055.61
DS_3169,13.264441,80.10535,86,5.12,29,14.72,20.06,36.23,4.06,48.38,296,25,26,418,26,903.18
DS_3170,12.909671,79.936356,266,4.54,37,15.6,17.94,38.86,5.86,71.34,294,10,4,321,23,2716.95
DS_3171,13.155174,80.371223,218,10.4,36,11.0,20.01,35.64,13.87,78.61,59,20,20,210,11,1558.29
DS_3172,12.760237,80.361793,271,10.66,86,37.75,18.55,33.68,18.49,53.58,167,5,9,356,0,2350.32
DS_3173,12.659492,80.140474,177,4.84,34,30.69,6.72,32.75,3.57,77.04,156,27,12,366,13,1661.56
DS_3174,12.660463,80.008915,178,3.02,38,7.62,21.78,41.83,1.65,78.92,65,13,1,128,31,1555.39
DS_3175,12.570492,80.246665,142,4.05,24,6.14,12.73,29.39,17.63,81.56,216,7,19,364,2,1329.75
DS_3176,12.685647,80.001706,65,3.77,54,28.97,16.94,39.68,18.31,55.64,145,1,3,176,9,534.7
DS_3177,13.164219,79.965206,86,4.37,54,34.32,12.87,40.15,5.53,74.08,67,21,7,408,25,787.28
DS_3178,13.381691,80.31136,214,4.35,39,42.03,3.59,33.38,7.55,55.21,202,17,2,53,30,1951.89
DS_3179,13.314126,79.828228,184,6.8,47,26.52,26.67,30.95,13.2,76.95,56,24,1,435,9,1676.38
DS_3180,13.185134,79.866338,89,5.2,69,35.44,7.02,34.41,6.6,63.15,233,21,8,376,0,784.29
DS_3181,12.610432,79.804752,228,7.6,41,38.01,18.72,26.86,17.54,69.88,175,24,10,235,49,2129.95
DS_3182,12.789187,79.90706,113,5.44,59,32.59,26.84,25.92,2.15,60.79,294,3,3,407,48,975.28
DS_3183,12.809807,79.848293,274,10.15,80,20.85,8.98,27.23,0.76,48.1,224,2,8,111,31,2388.77
DS_3184,12.749957,80.497062,163,11.51,44,10.94,14.12,28.74,4.17,48.9,164,1,5,403,18,1445.82
DS_3185,13.015006,80.002167,71,6.04,106,34.14,13.2,35.08,5.72,43.88,259,33,14,330,0,624.8
DS_3186,13.035554,79.904488,92,2.49,85,39.59,5.41,41.98,2.26,70.9,160,3,2,376,25,688.36
DS_3187,12.856886,79.968697,111,4.4,96,13.54,14.43,29.71,1.31,82.43,131,17,6,330,4,1042.19
DS_3188,12.853789,80.455288,231,3.02,14,27.27,15.95,43.7,15.11,41.04,180,24,17,172,25,2157.56
DS_3189,13.328556,80.164112,204,5.45,116,22.88,3.72,44.1,3.29,43.31,178,8,7,371,37,1672.54
DS_3190,13.289293,80.055373,78,8.45,117,14.26,16.18,44.18,18.28,62.87,82,7,20,331,0,570.92
DS_3191,12.807796,80.411374,65,7.19,40,16.04,5.53,41.75,7.36,76.89,248,20,12,277,29,609.09
DS_3192,13.413788,80.076493,262,4.43,89,15.7,27.1,32.28,13.41,47.89,123,7,23,407,48,1372.49
DS_3193,13.452815,80.034506,188,9.67,106,23.85,20.55,26.45,4.51,53.58,157,4,17,411,11,1599.1
DS_3194,12.826743,79.945098,70,3.31,62,22.57,4.52,36.38,4.81,51.6,108,12,18,232,35,591.29
DS_3195,12.854425,80.064458,186,4.28,10,29.94,25.33,36.17,11.49,59.95,121,6,23,180,35,1747.41
DS_3196,13.005634,80.021679,76,8.76,95,9.19,12.76,42.0,11.21,51.25,295,33,17,479,23,836.39
DS_3197,13.441121,80.274113,176,3.97,101,31.16,9.09,44.92,15.37,57.63,209,11,37,206,41,1489.85
DS_3198,13.376319,80.002708,280,8.79,78,5.98,9.86,35.16,15.16,76.43,136,19,27,235,24,2557.47
DS_3199,12.602568,80.20404,135,11.77,77,16.58,19.14,31.9,13.41,70.55,194,19,5,444,7,1205.24
DS_3200,12.892731,79.846125,256,10.31,74,27.6,5.2,28.72,8.98,44.06,255,15,20,284,11,2320.23
DS_3201,13.053371,79.933902,156,3.6,24,35.91,4.59,25.1,17.81,71.89,66,13,11,198,26,1449.06
DS_3202,13.003132,80.085184,200,7.2,110,39.71,19.94,35.18,12.45,63.85,138,18,8,92,11,1691.02
DS_3203,12.693863,80.455864,100,6.22,112,6.6,29.51,36.11,19.8,86.73,198,22,8,53,31,783.07
DS_3204,13.358817,80.064076,270,11.92,61,29.19,16.05,41.5,16.39,54.47,104,18,9,374,34,2411.25
DS_3205,13.176941,80.264852,280,11.64,47,20.95,14.16,35.09,0.89,76.31,55,3,2,247,15,2459.21
DS_3206,13.337908,79.978561,129,3.27,118,36.27,28.57,43.33,6.41,76.54,133,23,16,327,35,842.47
DS_3207,13.358764,79.888924,180,11.09,33,17.77,9.51,37.56,11.44,51.08,226,21,6,415,29,1720.98
DS_3208,13.248356,79.840976,193,3.93,32,38.47,9.49,41.81,14.43,85.16,133,23,7,408,36,1811.41
DS_3209,12.939211,80.013789,185,5.19,56,32.1,27.44,27.97,11.01,64.56,299,10,10,55,31,1631.44
DS_3210,13.110547,79.910363,139,5.53,16,40.54,20.47,42.11,15.72,73.94,203,11,21,199,14,1723.15
DS_3211,12.660365,79.921807,219,4.87,40,49.3,4.45,38.5,5.65,47.29,209,12,2,321,20,1975.41
DS_3212,13.173645,80.332532,250,10.53,16,45.89,21.2,28.4,3.68,52.89,121,15,18,213,39,2392.73
